"ID","METEROLOGICAL_PROVINCE","MONTH","CLIMATE","VALUE","UNIT","YEAR"
10,"Central Province And Berar","September","Temperature",80.4,"ºF",1915
11,"Hyderabad","September","Temperature",80.3,"ºF",1915
12,"Mysore","September","Temperature",75.7,"ºF",1915
13,"Madras Presidency","September","Temperature",83,"ºF",1915
14,"Lower Burma","September","Temperature",81.3,"ºF",1915
15,"Upper Burma","September","Temperature",82.6,"ºF",1915
16,"Jammu And Kashmir","September","Temperature",68.6,"ºF",1915
18,"Baluchistan Agency","September","Temperature",79.1,"ºF",1915
1,"Assam","September","Rainfall",17.83,"in",1915
2,"Bengal","September","Rainfall",13.99,"in",1915
3,"Bihar And Orissa","September","Rainfall",9.2,"in",1915
4,"United Province Of Agra And Oudh","September","Rainfall",9.27,"in",1915
5,"Punjab","September","Rainfall",2.25,"in",1915
17,"North West Frontier Province","September","Rainfall",1.38,"in",1915
6,"Sindh","September","Rainfall",0.19,"in",1915
7,"Rajputana Agency","September","Rainfall",2.02,"in",1915
8,"Bombay Presidency","September","Rainfall",8.45,"in",1915
9,"Central India Agency","September","Rainfall",6.6,"in",1915
10,"Central Province And Berar","September","Rainfall",9.7,"in",1915
11,"Hyderabad","September","Rainfall",6.4,"in",1915
12,"Mysore","September","Rainfall",6.09,"in",1915
13,"Madras Presidency","September","Rainfall",6.52,"in",1915
14,"Lower Burma","September","Rainfall",23.65,"in",1915
15,"Upper Burma","September","Rainfall",7.13,"in",1915
16,"Jammu And Kashmir","September","Rainfall",3.8,"in",1915
18,"Baluchistan Agency","September","Rainfall",0.16,"in",1915
1,"Assam","October","Temperature",81,"ºF",1915
2,"Bengal","October","Temperature",82.4,"ºF",1915
3,"Bihar And Orissa","October","Temperature",80.8,"ºF",1915
4,"United Province Of Agra And Oudh","October","Temperature",79.9,"ºF",1915
5,"Punjab","October","Temperature",79.3,"ºF",1915
17,"North West Frontier Province","October","Temperature",78,"ºF",1915
6,"Sindh","October","Temperature",82.5,"ºF",1915
7,"Rajputana Agency","October","Temperature",81.5,"ºF",1915
8,"Bombay Presidency","October","Temperature",78.8,"ºF",1915
9,"Central India Agency","October","Temperature",76.7,"ºF",1915
10,"Central Province And Berar","October","Temperature",76.5,"ºF",1915
11,"Hyderabad","October","Temperature",77.7,"ºF",1915
12,"Mysore","October","Temperature",75.5,"ºF",1915
13,"Madras Presidency","October","Temperature",83,"ºF",1915
14,"Lower Burma","October","Temperature",80.2,"ºF",1915
15,"Upper Burma","October","Temperature",82.3,"ºF",1915
16,"Jammu And Kashmir","October","Temperature",56,"ºF",1915
18,"Baluchistan Agency","October","Temperature",68,"ºF",1915
1,"Assam","October","Rainfall",1.56,"in",1915
2,"Bengal","October","Rainfall",2.09,"in",1915
3,"Bihar And Orissa","October","Rainfall",2.29,"in",1915
4,"United Province Of Agra And Oudh","October","Rainfall",0.71,"in",1915
5,"Punjab","October","Rainfall",0.23,"in",1915
17,"North West Frontier Province","October","Rainfall",0.26,"in",1915
6,"Sindh","October","Rainfall",0.13,"in",1915
7,"Rajputana Agency","October","Rainfall",0.49,"in",1915
8,"Bombay Presidency","October","Rainfall",1.58,"in",1915
9,"Central India Agency","October","Rainfall",0.89,"in",1915
10,"Central Province And Berar","October","Rainfall",1.81,"in",1915
11,"Hyderabad","October","Rainfall",2.24,"in",1915
12,"Mysore","October","Rainfall",2.65,"in",1915
13,"Madras Presidency","October","Rainfall",5.24,"in",1915
14,"Lower Burma","October","Rainfall",5.79,"in",1915
15,"Upper Burma","October","Rainfall",2.53,"in",1915
16,"Jammu And Kashmir","October","Rainfall",0.38,"in",1915
18,"Baluchistan Agency","October","Rainfall",0.04,"in",1915
1,"Assam","November","Temperature",74.1,"ºF",1915
2,"Bengal","November","Temperature",75.6,"ºF",1915
3,"Bihar And Orissa","November","Temperature",72.4,"ºF",1915
4,"United Province Of Agra And Oudh","November","Temperature",69.9,"ºF",1915
5,"Punjab","November","Temperature",67,"ºF",1915
17,"North West Frontier Province","November","Temperature",65,"ºF",1915
6,"Sindh","November","Temperature",74.4,"ºF",1915
7,"Rajputana Agency","November","Temperature",72.2,"ºF",1915
8,"Bombay Presidency","November","Temperature",77,"ºF",1915
9,"Central India Agency","November","Temperature",69.4,"ºF",1915
10,"Central Province And Berar","November","Temperature",72.1,"ºF",1915
11,"Hyderabad","November","Temperature",75,"ºF",1915
12,"Mysore","November","Temperature",71.9,"ºF",1915
13,"Madras Presidency","November","Temperature",78.6,"ºF",1915
14,"Lower Burma","November","Temperature",79.8,"ºF",1915
15,"Upper Burma","November","Temperature",76.2,"ºF",1915
16,"Jammu And Kashmir","November","Temperature",47.7,"ºF",1915
18,"Baluchistan Agency","November","Temperature",61.9,"ºF",1915
1,"Assam","November","Rainfall",1.56,"in",1915
2,"Bengal","November","Rainfall",2.09,"in",1915
3,"Bihar And Orissa","November","Rainfall",2.29,"in",1915
4,"United Province Of Agra And Oudh","November","Rainfall",0.71,"in",1915
5,"Punjab","November","Rainfall",0.23,"in",1915
17,"North West Frontier Province","November","Rainfall",0.26,"in",1915
6,"Sindh","November","Rainfall",0.13,"in",1915
7,"Rajputana Agency","November","Rainfall",0.49,"in",1915
8,"Bombay Presidency","November","Rainfall",1.58,"in",1915
9,"Central India Agency","November","Rainfall",0.89,"in",1915
10,"Central Province And Berar","November","Rainfall",1.81,"in",1915
11,"Hyderabad","November","Rainfall",2.24,"in",1915
12,"Mysore","November","Rainfall",2.65,"in",1915
13,"Madras Presidency","November","Rainfall",5.24,"in",1915
14,"Lower Burma","November","Rainfall",5.79,"in",1915
15,"Upper Burma","November","Rainfall",2.53,"in",1915
16,"Jammu And Kashmir","November","Rainfall",0.38,"in",1915
18,"Baluchistan Agency","November","Rainfall",0.04,"in",1915
1,"Assam","December","Temperature",65.7,"ºF",1915
2,"Bengal","December","Temperature",67.3,"ºF",1915
3,"Bihar And Orissa","December","Temperature",64.9,"ºF",1915
4,"United Province Of Agra And Oudh","December","Temperature",62.3,"ºF",1915
5,"Punjab","December","Temperature",58.8,"ºF",1915
17,"North West Frontier Province","December","Temperature",54.1,"ºF",1915
6,"Sindh","December","Temperature",65.2,"ºF",1915
7,"Rajputana Agency","December","Temperature",65.5,"ºF",1915
8,"Bombay Presidency","December","Temperature",71.3,"ºF",1915
9,"Central India Agency","December","Temperature",63.3,"ºF",1915
10,"Central Province And Berar","December","Temperature",66.3,"ºF",1915
11,"Hyderabad","December","Temperature",69.6,"ºF",1915
12,"Mysore","December","Temperature",68.4,"ºF",1915
13,"Madras Presidency","December","Temperature",75.6,"ºF",1915
14,"Lower Burma","December","Temperature",75.7,"ºF",1915
15,"Upper Burma","December","Temperature",67.3,"ºF",1915
16,"Jammu And Kashmir","December","Temperature",34.6,"ºF",1915
18,"Baluchistan Agency","December","Temperature",51.3,"ºF",1915
1,"Assam","December","Rainfall",1.56,"in",1915
2,"Bengal","December","Rainfall",2.09,"in",1915
3,"Bihar And Orissa","December","Rainfall",2.29,"in",1915
4,"United Province Of Agra And Oudh","December","Rainfall",0.71,"in",1915
5,"Punjab","December","Rainfall",0.23,"in",1915
17,"North West Frontier Province","December","Rainfall",0.26,"in",1915
6,"Sindh","December","Rainfall",0.13,"in",1915
7,"Rajputana Agency","December","Rainfall",0.49,"in",1915
8,"Bombay Presidency","December","Rainfall",1.58,"in",1915
9,"Central India Agency","December","Rainfall",0.89,"in",1915
10,"Central Province And Berar","December","Rainfall",1.81,"in",1915
11,"Hyderabad","December","Rainfall",2.24,"in",1915
12,"Mysore","December","Rainfall",2.65,"in",1915
13,"Madras Presidency","December","Rainfall",5.24,"in",1915
14,"Lower Burma","December","Rainfall",5.79,"in",1915
15,"Upper Burma","December","Rainfall",2.53,"in",1915
16,"Jammu And Kashmir","December","Rainfall",0.38,"in",1915
18,"Baluchistan Agency","December","Rainfall",0.04,"in",1915
19,"Burma","January","Humidity",87,"%",1915
1,"Assam","January","Humidity",94,"%",1915
2,"Bengal","January","Humidity",84,"%",1915
3,"Bihar And Orissa","January","Humidity",77,"%",1915
4,"United Province Of Agra And Oudh","January","Humidity",82,"%",1915
5,"Punjab","January","Humidity",84,"%",1915
17,"North West Frontier Province","January","Humidity",81,"%",1915
6,"Sindh","January","Humidity",68,"%",1915
7,"Rajputana Agency","January","Humidity",58,"%",1915
8,"Bombay Presidency","January","Humidity",63,"%",1915
9,"Central India Agency","January","Humidity",64,"%",1915
10,"Central Province And Berar","January","Humidity",63,"%",1915
11,"Hyderabad","January","Humidity",67,"%",1915
12,"Mysore","January","Humidity",74,"%",1915
13,"Madras Presidency","January","Humidity",80,"%",1915
19,"Burma","February","Humidity",81,"%",1915
1,"Assam","February","Humidity",88,"%",1915
2,"Bengal","February","Humidity",81,"%",1915
3,"Bihar And Orissa","February","Humidity",77,"%",1915
4,"United Province Of Agra And Oudh","February","Humidity",79,"%",1915
5,"Punjab","February","Humidity",78,"%",1915
17,"North West Frontier Province","February","Humidity",77,"%",1915
6,"Sindh","February","Humidity",56,"%",1915
7,"Rajputana Agency","February","Humidity",55,"%",1915
8,"Bombay Presidency","February","Humidity",62,"%",1915
9,"Central India Agency","February","Humidity",62,"%",1915
10,"Central Province And Berar","February","Humidity",54,"%",1915
11,"Hyderabad","February","Humidity",53,"%",1915
12,"Mysore","February","Humidity",66,"%",1915
13,"Madras Presidency","February","Humidity",79,"%",1915
19,"Burma","March","Humidity",75,"%",1915
1,"Assam","March","Humidity",83,"%",1915
2,"Bengal","March","Humidity",78,"%",1915
3,"Bihar And Orissa","March","Humidity",71,"%",1915
4,"United Province Of Agra And Oudh","March","Humidity",68,"%",1915
5,"Punjab","March","Humidity",70,"%",1915
17,"North West Frontier Province","March","Humidity",75,"%",1915
6,"Sindh","March","Humidity",69,"%",1915
7,"Rajputana Agency","March","Humidity",48,"%",1915
8,"Bombay Presidency","March","Humidity",64,"%",1915
9,"Central India Agency","March","Humidity",59,"%",1915
10,"Central Province And Berar","March","Humidity",55,"%",1915
11,"Hyderabad","March","Humidity",55,"%",1915
12,"Mysore","March","Humidity",63,"%",1915
13,"Madras Presidency","March","Humidity",76,"%",1915
19,"Burma","April","Humidity",74,"%",1915
1,"Assam","April","Humidity",83,"%",1915
2,"Bengal","April","Humidity",76,"%",1915
3,"Bihar And Orissa","April","Humidity",54,"%",1915
4,"United Province Of Agra And Oudh","April","Humidity",47,"%",1915
5,"Punjab","April","Humidity",51,"%",1915
17,"North West Frontier Province","April","Humidity",68,"%",1915
6,"Sindh","April","Humidity",62,"%",1915
7,"Rajputana Agency","April","Humidity",33,"%",1915
8,"Bombay Presidency","April","Humidity",60,"%",1915
9,"Central India Agency","April","Humidity",34,"%",1915
10,"Central Province And Berar","April","Humidity",40,"%",1915
11,"Hyderabad","April","Humidity",52,"%",1915
12,"Mysore","April","Humidity",69,"%",1915
13,"Madras Presidency","April","Humidity",74,"%",1915
19,"Burma","May","Humidity",85,"%",1915
1,"Assam","May","Humidity",90,"%",1915
2,"Bengal","May","Humidity",84,"%",1915
3,"Bihar And Orissa","May","Humidity",70,"%",1915
4,"United Province Of Agra And Oudh","May","Humidity",49,"%",1915
5,"Punjab","May","Humidity",39,"%",1915
17,"North West Frontier Province","May","Humidity",42,"%",1915
6,"Sindh","May","Humidity",66,"%",1915
7,"Rajputana Agency","May","Humidity",40,"%",1915
8,"Bombay Presidency","May","Humidity",66,"%",1915
9,"Central India Agency","May","Humidity",45,"%",1915
10,"Central Province And Berar","May","Humidity",43,"%",1915
11,"Hyderabad","May","Humidity",46,"%",1915
12,"Mysore","May","Humidity",75,"%",1915
13,"Madras Presidency","May","Humidity",68,"%",1915
19,"Burma","June","Humidity",88,"%",1915
1,"Assam","June","Humidity",89,"%",1915
2,"Bengal","June","Humidity",88,"%",1915
3,"Bihar And Orissa","June","Humidity",78,"%",1915
4,"United Province Of Agra And Oudh","June","Humidity",62,"%",1915
5,"Punjab","June","Humidity",45,"%",1915
17,"North West Frontier Province","June","Humidity",43,"%",1915
6,"Sindh","June","Humidity",68,"%",1915
7,"Rajputana Agency","June","Humidity",47,"%",1915
8,"Bombay Presidency","June","Humidity",72,"%",1915
9,"Central India Agency","June","Humidity",56,"%",1915
10,"Central Province And Berar","June","Humidity",54,"%",1915
11,"Hyderabad","June","Humidity",62,"%",1915
12,"Mysore","June","Humidity",83,"%",1915
13,"Madras Presidency","June","Humidity",74,"%",1915
19,"Burma","July","Humidity",89,"%",1915
1,"Assam","July","Humidity",91,"%",1915
2,"Bengal","July","Humidity",88,"%",1915
3,"Bihar And Orissa","July","Humidity",83,"%",1915
4,"United Province Of Agra And Oudh","July","Humidity",77,"%",1915
5,"Punjab","July","Humidity",61,"%",1915
17,"North West Frontier Province","July","Humidity",55,"%",1915
6,"Sindh","July","Humidity",72,"%",1915
7,"Rajputana Agency","July","Humidity",61,"%",1915
8,"Bombay Presidency","July","Humidity",85,"%",1915
9,"Central India Agency","July","Humidity",76,"%",1915
10,"Central Province And Berar","July","Humidity",77,"%",1915
11,"Hyderabad","July","Humidity",75,"%",1915
12,"Mysore","July","Humidity",83,"%",1915
13,"Madras Presidency","July","Humidity",77,"%",1915
19,"Burma","August","Humidity",90,"%",1915
1,"Assam","August","Humidity",92,"%",1915
2,"Bengal","August","Humidity",89,"%",1915
3,"Bihar And Orissa","August","Humidity",86,"%",1915
4,"United Province Of Agra And Oudh","August","Humidity",85,"%",1915
5,"Punjab","August","Humidity",73,"%",1915
17,"North West Frontier Province","August","Humidity",66,"%",1915
6,"Sindh","August","Humidity",78,"%",1915
7,"Rajputana Agency","August","Humidity",65,"%",1915
8,"Bombay Presidency","August","Humidity",81,"%",1915
9,"Central India Agency","August","Humidity",84,"%",1915
10,"Central Province And Berar","August","Humidity",86,"%",1915
11,"Hyderabad","August","Humidity",78,"%",1915
12,"Mysore","August","Humidity",83,"%",1915
13,"Madras Presidency","August","Humidity",77,"%",1915
19,"Burma","September","Humidity",89,"%",1915
1,"Assam","September","Humidity",89,"%",1915
2,"Bengal","September","Humidity",87,"%",1915
3,"Bihar And Orissa","September","Humidity",87,"%",1915
4,"United Province Of Agra And Oudh","September","Humidity",83,"%",1915
5,"Punjab","September","Humidity",68,"%",1915
17,"North West Frontier Province","September","Humidity",66,"%",1915
6,"Sindh","September","Humidity",73,"%",1915
7,"Rajputana Agency","September","Humidity",58,"%",1915
8,"Bombay Presidency","September","Humidity",82,"%",1915
9,"Central India Agency","September","Humidity",80,"%",1915
10,"Central Province And Berar","September","Humidity",83,"%",1915
11,"Hyderabad","September","Humidity",81,"%",1915
12,"Mysore","September","Humidity",84,"%",1915
13,"Madras Presidency","September","Humidity",82,"%",1915
19,"Burma","October","Humidity",89,"%",1915
1,"Assam","October","Humidity",88,"%",1915
2,"Bengal","October","Humidity",87,"%",1915
3,"Bihar And Orissa","October","Humidity",82,"%",1915
4,"United Province Of Agra And Oudh","October","Humidity",72,"%",1915
5,"Punjab","October","Humidity",59,"%",1915
17,"North West Frontier Province","October","Humidity",65,"%",1915
6,"Sindh","October","Humidity",61,"%",1915
7,"Rajputana Agency","October","Humidity",55,"%",1915
8,"Bombay Presidency","October","Humidity",79,"%",1915
9,"Central India Agency","October","Humidity",76,"%",1915
10,"Central Province And Berar","October","Humidity",77,"%",1915
11,"Hyderabad","October","Humidity",76,"%",1915
12,"Mysore","October","Humidity",81,"%",1915
13,"Madras Presidency","October","Humidity",79,"%",1915
19,"Burma","November","Humidity",85,"%",1915
1,"Assam","November","Humidity",90,"%",1915
2,"Bengal","November","Humidity",84,"%",1915
3,"Bihar And Orissa","November","Humidity",80,"%",1915
4,"United Province Of Agra And Oudh","November","Humidity",68,"%",1915
5,"Punjab","November","Humidity",61,"%",1915
17,"North West Frontier Province","November","Humidity",67,"%",1915
6,"Sindh","November","Humidity",54,"%",1915
7,"Rajputana Agency","November","Humidity",37,"%",1915
8,"Bombay Presidency","November","Humidity",61,"%",1915
9,"Central India Agency","November","Humidity",62,"%",1915
10,"Central Province And Berar","November","Humidity",67,"%",1915
11,"Hyderabad","November","Humidity",70,"%",1915
12,"Mysore","November","Humidity",81,"%",1915
13,"Madras Presidency","November","Humidity",83,"%",1915
19,"Burma","December","Humidity",86,"%",1915
1,"Assam","December","Humidity",92,"%",1915
2,"Bengal","December","Humidity",83,"%",1915
3,"Bihar And Orissa","December","Humidity",78,"%",1915
4,"United Province Of Agra And Oudh","December","Humidity",73,"%",1915
